User[all-users],GestureType[all-gesture-types],RandomIteration[1to10],#ofTrainingExample[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
28,six_point_star,2,7,32,28-H01-2;28-D03-2;28-H09-2;28-H06-2;28-N01-2;28-I08-2;28-N09-2;28-N05-2;28-P04-2;28-P02-2;28-T03-2;28-T04-2;28-X09-2;28-X05-2;28-arrowhead05-2;28-arrowhead05-2;28-asterisk02-2;28-asterisk07-2;28-exclamation_point09-2;28-exclamation_point08-2;28-five_point_star09-2;28-five_point_star08-2;28-half_note02-2;28-half_note08-2;28-null01-2;28-line08-2;28-null08-2;28-null09-2;28-pitchfork05-2;28-pitchfork02-2;28-six_point_star10-2;28-six_point_star10-2;,28-six_point_star02,six_point_star,1,0.848757,28-six_point_star10,six_point_star10;0.848757;six_point_star10;0.848757;H09;0.725427;six_point_star10;0.678926;six_point_star10;0.678926;null09;0.648597;null01;0.629802;H09;0.604626;H06;0.598393;null08;0.593372;H09;0.591046;H06;0.584966;H01;0.57825;H01;0.572091;H06;0.569541;H09;0.568316;five_point_star09;0.56821;six_point_star10;0.562574;six_point_star10;0.562574;H09;0.553199;N01;0.549488;pitchfork02;0.542752;pitchfork05;0.539801;H06;0.539323;H01;0.53747;N09;0.536379;N05;0.535899;N01;0.532577;H09;0.528254;I08;0.527025;six_point_star10;0.526007;six_point_star10;0.526007;N05;0.524509;H06;0.524446;H01;0.524165;N01;0.521575;N01;0.5211;H01;0.520434;N05;0.518328;N09;0.517445;H06;0.517168;I08;0.515862;H09;0.515439;null08;0.509547;H09;0.506642;N05;0.504524;P04;0.503105;N09;0.502338;H01;0.501028;H09;0.498893;
28,H,1,8,32,28-D04-1;28-D03-1;28-H03-1;28-H10-1;28-I03-1;28-I08-1;28-N06-1;28-N02-1;28-P08-1;28-P08-1;28-T08-1;28-T07-1;28-X03-1;28-X10-1;28-arrowhead05-1;28-arrowhead09-1;28-exclamation_point01-1;28-asterisk02-1;28-exclamation_point02-1;28-exclamation_point07-1;28-half_note01-1;28-five_point_star04-1;28-half_note03-1;28-half_note02-1;28-line09-1;28-line07-1;28-null04-1;28-null07-1;28-pitchfork04-1;28-pitchfork05-1;28-six_point_star07-1;28-six_point_star06-1;,28-H09,H,1,0.906025,28-H10,H10;0.906025;H10;0.89487;I03;0.877049;I08;0.832391;H03;0.825383;H03;0.82007;I03;0.801531;N06;0.777148;I08;0.776881;H03;0.775707;N02;0.762499;H10;0.75931;I03;0.756145;I08;0.74831;N06;0.747397;H03;0.746557;H10;0.742643;N02;0.738576;I08;0.733383;I03;0.730873;N02;0.72305;N06;0.719549;N02;0.681335;six_point_star06;0.655077;N06;0.648758;six_point_star07;0.647433;pitchfork05;0.635041;N02;0.634487;I08;0.629013;exclamation_point01;0.62513;H03;0.62226;N06;0.621626;I03;0.615668;I03;0.613113;H10;0.612981;N02;0.611968;exclamation_point02;0.611704;I08;0.608276;H10;0.604683;pitchfork04;0.601622;N06;0.600417;pitchfork05;0.596364;H03;0.593583;I03;0.584842;H03;0.584508;asterisk02;0.584462;H10;0.58184;D04;0.578554;six_point_star06;0.576657;H10;0.57507;
28,null,2,8,32,28-H01-2;28-D06-2;28-I01-2;28-I01-2;28-I04-2;28-I08-2;28-N03-2;28-N04-2;28-P07-2;28-P03-2;28-T03-2;28-T03-2;28-X06-2;28-arrowhead01-2;28-arrowhead10-2;28-arrowhead08-2;28-asterisk05-2;28-exclamation_point01-2;28-exclamation_point02-2;28-exclamation_point06-2;28-five_point_star05-2;28-five_point_star05-2;28-half_note09-2;28-half_note04-2;28-null01-2;28-line04-2;28-null05-2;28-null04-2;28-pitchfork09-2;28-pitchfork02-2;28-six_point_star05-2;28-six_point_star03-2;,28-null09,null,1,0.935607,28-null01,null01;0.935607;null04;0.929053;null05;0.75952;I01;0.631489;I01;0.631489;I08;0.621744;I01;0.618189;I01;0.618189;I04;0.612908;I08;0.612856;I04;0.611226;I04;0.606423;I08;0.597063;I04;0.596149;I08;0.595356;I04;0.59435;I08;0.588086;I01;0.586511;I01;0.586511;I04;0.578536;I08;0.571829;I08;0.544292;arrowhead01;0.544215;I04;0.540434;I04;0.527151;null05;0.522057;I08;0.521229;arrowhead10;0.517489;I08;0.514626;null04;0.511094;I01;0.511089;I01;0.511089;I01;0.506252;I01;0.506252;I04;0.506068;I04;0.505217;D06;0.503491;I04;0.495355;I08;0.493099;I08;0.492639;I01;0.492331;I01;0.492331;I01;0.49152;I01;0.49152;arrowhead08;0.484648;I08;0.483637;I04;0.479007;I08;0.470136;I04;0.467674;null01;0.465191;
28,pitchfork,1,9,32,28-D02-1;28-D03-1;28-H02-1;28-I01-1;28-I09-1;28-I04-1;28-N08-1;28-N07-1;28-P10-1;28-P10-1;28-T08-1;28-T03-1;28-arrowhead01-1;28-X07-1;28-arrowhead09-1;28-arrowhead04-1;28-asterisk02-1;28-asterisk06-1;28-exclamation_point03-1;28-exclamation_point02-1;28-five_point_star08-1;28-five_point_star03-1;28-half_note10-1;28-half_note05-1;28-line03-1;28-line03-1;28-null02-1;28-null02-1;28-pitchfork08-1;28-pitchfork06-1;28-six_point_star02-1;28-six_point_star05-1;,28-pitchfork10,pitchfork,1,0.935630,28-pitchfork08,pitchfork08;0.93563;pitchfork06;0.907513;I01;0.643528;N08;0.638618;I01;0.636546;N07;0.632021;I01;0.62821;I09;0.624776;N08;0.622376;N07;0.620967;I09;0.614201;I01;0.613589;I04;0.613165;H02;0.612125;N08;0.611145;I04;0.610739;I09;0.609116;H02;0.608406;H02;0.60722;N08;0.606243;N07;0.603446;I04;0.603293;I04;0.602759;I04;0.601625;I09;0.601258;N08;0.600638;H02;0.600255;I04;0.59939;N07;0.591372;I01;0.591323;N08;0.591026;I09;0.587523;I04;0.587221;I09;0.58706;I04;0.585678;I04;0.584301;I09;0.583918;I09;0.583197;I09;0.583151;N08;0.582913;N08;0.582536;six_point_star05;0.579445;I01;0.578845;N07;0.577462;arrowhead01;0.577305;I01;0.577238;I04;0.575823;N08;0.575774;H02;0.572537;I01;0.568625;
28,I,2,9,32,28-D02-2;28-H01-2;28-H10-2;28-H03-2;28-I04-2;28-I06-2;28-N04-2;28-N08-2;28-P07-2;28-P09-2;28-T07-2;28-T04-2;28-X05-2;28-X10-2;28-arrowhead02-2;28-arrowhead09-2;28-asterisk03-2;28-exclamation_point01-2;28-exclamation_point09-2;28-exclamation_point08-2;28-five_point_star05-2;28-five_point_star03-2;28-half_note02-2;28-line01-2;28-line07-2;28-line07-2;28-null03-2;28-null05-2;28-pitchfork06-2;28-pitchfork09-2;28-six_point_star06-2;28-six_point_star02-2;,28-I04,I,1,0.998767,28-I04,I04;0.998767;I04;0.942479;H01;0.883682;H01;0.879236;I06;0.87467;H03;0.863209;H10;0.861296;H10;0.859949;H03;0.85238;N08;0.835603;N08;0.834228;I06;0.831021;I04;0.792273;I04;0.772023;N04;0.770878;N04;0.766388;I06;0.732045;H01;0.729584;H01;0.729133;I04;0.728663;I04;0.724987;H10;0.718418;H10;0.715337;H01;0.714351;I06;0.713281;I06;0.702539;H03;0.70086;T04;0.698521;I06;0.697718;H01;0.695568;H03;0.694636;N08;0.692652;H10;0.682488;H10;0.68203;H03;0.679288;H03;0.678365;T07;0.67654;N08;0.672004;I06;0.659032;H01;0.656131;N04;0.652805;I06;0.652683;H10;0.652066;N04;0.65147;H10;0.651408;P07;0.651215;N04;0.650175;I04;0.648388;H01;0.643577;I04;0.643163;
41,X,1,1,32,41-D04-1;41-D02-1;41-H07-1;41-H08-1;41-I09-1;41-I07-1;41-N04-1;41-N10-1;41-P04-1;41-P08-1;41-X01-1;41-T03-1;41-X10-1;41-X03-1;41-asterisk01-1;41-asterisk01-1;41-asterisk08-1;41-asterisk09-1;41-exclamation_point08-1;41-exclamation_point07-1;41-five_point_star03-1;41-half_note01-1;41-half_note10-1;41-half_note03-1;41-line08-1;41-null01-1;41-null08-1;41-null10-1;41-pitchfork07-1;41-pitchfork05-1;41-six_point_star09-1;41-six_point_star08-1;,41-X02,X,1,0.930216,41-X03,X03;0.930216;X03;0.930156;X01;0.926779;X01;0.91675;X10;0.900542;X10;0.89675;X01;0.887544;X01;0.882703;X03;0.856586;X03;0.843091;X10;0.830392;asterisk09;0.829745;X10;0.825593;asterisk01;0.817827;asterisk01;0.817827;N10;0.785515;N04;0.78548;asterisk08;0.783139;null10;0.776209;N10;0.77463;pitchfork05;0.764701;asterisk01;0.759641;asterisk01;0.759641;asterisk08;0.757867;T03;0.750556;null08;0.742949;null01;0.742834;pitchfork07;0.739434;pitchfork05;0.738884;T03;0.738524;H07;0.725228;pitchfork07;0.71787;asterisk01;0.715659;asterisk01;0.715659;asterisk09;0.70623;exclamation_point08;0.700834;exclamation_point08;0.700834;exclamation_point08;0.700834;exclamation_point08;0.700834;exclamation_point08;0.700834;exclamation_point08;0.700834;exclamation_point08;0.700834;exclamation_point08;0.700834;exclamation_point07;0.696077;exclamation_point07;0.696077;exclamation_point07;0.696077;exclamation_point07;0.696077;exclamation_point07;0.696077;exclamation_point07;0.696077;exclamation_point07;0.696077;
41,line,2,1,32,41-D06-2;41-D02-2;41-H07-2;41-H04-2;41-I10-2;41-I10-2;41-N08-2;41-N06-2;41-P07-2;41-P06-2;41-T02-2;41-T04-2;41-X02-2;41-arrowhead01-2;41-arrowhead06-2;41-arrowhead03-2;41-asterisk02-2;41-exclamation_point01-2;41-exclamation_point10-2;41-exclamation_point07-2;41-five_point_star03-2;41-five_point_star05-2;41-half_note04-2;41-half_note02-2;41-line07-2;41-line08-2;41-null10-2;41-null10-2;41-pitchfork10-2;41-pitchfork05-2;41-six_point_star03-2;41-six_point_star03-2;,41-line05,exclamation_point,0,0.995993,41-exclamation_point01,exclamation_point01;0.995993;exclamation_point01;0.995993;exclamation_point01;0.995993;exclamation_point01;0.995993;exclamation_point01;0.995993;exclamation_point01;0.995993;exclamation_point01;0.995993;exclamation_point01;0.995993;line08;0.994697;exclamation_point07;0.993934;exclamation_point07;0.993934;exclamation_point07;0.993934;exclamation_point07;0.993934;exclamation_point07;0.993934;exclamation_point07;0.993934;exclamation_point07;0.993934;exclamation_point07;0.993934;line07;0.992575;exclamation_point10;0.99257;exclamation_point10;0.99257;exclamation_point10;0.99257;exclamation_point10;0.99257;exclamation_point10;0.99257;exclamation_point10;0.99257;exclamation_point10;0.99257;exclamation_point10;0.99257;exclamation_point07;0.990085;exclamation_point07;0.990085;exclamation_point07;0.990085;exclamation_point07;0.990085;exclamation_point07;0.990085;exclamation_point07;0.990085;exclamation_point07;0.990085;exclamation_point07;0.990085;line07;0.989463;exclamation_point01;0.988689;exclamation_point01;0.988689;exclamation_point01;0.988689;exclamation_point01;0.988689;exclamation_point01;0.988689;exclamation_point01;0.988689;exclamation_point01;0.988689;exclamation_point01;0.988689;line08;0.988269;exclamation_point10;0.982509;exclamation_point10;0.982509;exclamation_point10;0.982509;exclamation_point10;0.982509;exclamation_point10;0.982509;exclamation_point10;0.982509;
41,line,1,2,32,41-D10-1;41-D05-1;41-H03-1;41-I01-1;41-I10-1;41-I06-1;41-N05-1;41-N10-1;41-P10-1;41-P04-1;41-T08-1;41-T04-1;41-arrowhead01-1;41-arrowhead01-1;41-arrowhead07-1;41-arrowhead04-1;41-asterisk09-1;41-asterisk07-1;41-exclamation_point09-1;41-exclamation_point07-1;41-five_point_star09-1;41-five_point_star05-1;41-half_note09-1;41-half_note08-1;41-line09-1;41-line09-1;41-null08-1;41-null07-1;41-six_point_star01-1;41-pitchfork04-1;41-six_point_star10-1;41-six_point_star03-1;,41-line09,line,1,0.999128,41-line09,line09;0.999128;line09;0.999128;exclamation_point09;0.993185;exclamation_point09;0.993185;exclamation_point09;0.993185;exclamation_point09;0.993185;exclamation_point09;0.993185;exclamation_point09;0.993185;exclamation_point09;0.993185;exclamation_point09;0.993185;exclamation_point07;0.991504;exclamation_point07;0.991504;exclamation_point07;0.991504;exclamation_point07;0.991504;exclamation_point07;0.991504;exclamation_point07;0.991504;exclamation_point07;0.991504;exclamation_point07;0.991504;exclamation_point09;0.990324;exclamation_point09;0.990324;exclamation_point09;0.990324;exclamation_point09;0.990324;exclamation_point09;0.990324;exclamation_point09;0.990324;exclamation_point09;0.990324;exclamation_point09;0.990324;exclamation_point07;0.990322;exclamation_point07;0.990322;exclamation_point07;0.990322;exclamation_point07;0.990322;exclamation_point07;0.990322;exclamation_point07;0.990322;exclamation_point07;0.990322;exclamation_point07;0.990322;line09;0.986238;line09;0.986238;I06;0.705386;I06;0.70301;I01;0.70129;exclamation_point07;0.698545;exclamation_point07;0.698545;exclamation_point07;0.698545;exclamation_point07;0.698545;exclamation_point07;0.698545;exclamation_point07;0.698545;exclamation_point07;0.698545;exclamation_point07;0.698545;T04;0.688547;T04;0.684691;T08;0.670757;
41,I,2,2,32,41-D07-2;41-D05-2;41-H02-2;41-H05-2;41-I05-2;41-I08-2;41-P01-2;41-N08-2;41-P07-2;41-P03-2;41-T07-2;41-X01-2;41-X03-2;41-arrowhead01-2;41-arrowhead02-2;41-asterisk01-2;41-asterisk06-2;41-asterisk05-2;41-exclamation_point04-2;41-exclamation_point08-2;41-five_point_star07-2;41-five_point_star04-2;41-line01-2;41-half_note09-2;41-line04-2;41-line06-2;41-null05-2;41-pitchfork01-2;41-pitchfork07-2;41-pitchfork09-2;41-six_point_star03-2;41-six_point_star08-2;,41-I06,I,1,0.929982,41-I08,I08;0.929982;I05;0.927614;N08;0.780208;H05;0.760191;H05;0.751649;H02;0.732447;I05;0.729915;half_note09;0.719198;I05;0.715091;H05;0.707225;arrowhead01;0.705598;H05;0.70539;H05;0.700616;H02;0.700551;arrowhead02;0.696924;I05;0.689307;H05;0.685196;I05;0.685191;I08;0.674646;H02;0.669679;half_note09;0.669476;P03;0.668434;N08;0.662579;H02;0.661025;I08;0.660916;H02;0.650949;I05;0.647726;I08;0.646416;I05;0.63912;H02;0.635417;I08;0.633677;I08;0.628796;H05;0.625327;I08;0.625087;P03;0.624943;H05;0.622853;P03;0.622584;H02;0.62011;P07;0.61898;I05;0.616741;I05;0.612104;I05;0.606885;P07;0.590932;P03;0.586391;D05;0.584677;I05;0.582499;I05;0.580123;D05;0.579493;H05;0.578591;H05;0.575976;
41,H,1,3,32,41-D10-1;41-D09-1;41-H06-1;41-H08-1;41-I06-1;41-I04-1;41-N02-1;41-P01-1;41-P07-1;41-P09-1;41-T06-1;41-T08-1;41-arrowhead01-1;41-X02-1;41-arrowhead09-1;41-arrowhead10-1;41-asterisk03-1;41-asterisk02-1;41-exclamation_point07-1;41-five_point_star01-1;41-five_point_star05-1;41-five_point_star03-1;41-half_note09-1;41-half_note09-1;41-line02-1;41-line06-1;41-null09-1;41-null08-1;41-pitchfork06-1;41-pitchfork07-1;41-six_point_star10-1;41-six_point_star06-1;,41-H01,H,1,0.967769,41-H08,H08;0.967769;H08;0.918997;H06;0.908949;I04;0.890062;H06;0.875654;I04;0.862492;I06;0.789588;I06;0.762162;I04;0.741128;H08;0.74059;N02;0.7359;N02;0.730641;I04;0.729448;I04;0.72812;H06;0.725882;half_note09;0.725029;half_note09;0.725029;H08;0.723755;P07;0.71848;P09;0.70358;H06;0.698761;H06;0.69734;I06;0.693829;N02;0.69282;H08;0.691759;P01;0.682781;H06;0.680609;H08;0.680058;I04;0.679681;I04;0.673339;H06;0.670949;H06;0.667483;I06;0.667278;D09;0.665799;N02;0.66443;half_note09;0.657264;half_note09;0.657264;H08;0.652451;I06;0.645769;arrowhead09;0.645434;T06;0.641877;T08;0.639136;H08;0.638139;P01;0.63791;I04;0.637679;I04;0.636882;D09;0.631601;I06;0.626052;P07;0.617723;I06;0.616555;
41,X,2,3,32,41-D05-2;41-D08-2;41-H03-2;41-H06-2;41-I04-2;41-I02-2;41-P01-2;41-N04-2;41-P05-2;41-P07-2;41-T04-2;41-T09-2;41-X04-2;41-X02-2;41-arrowhead10-2;41-arrowhead03-2;41-asterisk08-2;41-asterisk08-2;41-exclamation_point07-2;41-exclamation_point03-2;41-five_point_star08-2;41-half_note01-2;41-half_note02-2;41-line01-2;41-line10-2;41-line06-2;41-null07-2;41-null04-2;41-pitchfork02-2;41-pitchfork06-2;41-six_point_star08-2;41-six_point_star07-2;,41-X09,X,1,0.936331,41-X04,X04;0.936331;X04;0.918374;X04;0.905433;X04;0.890718;X02;0.883147;X02;0.882932;X02;0.861659;X02;0.853978;pitchfork02;0.805969;pitchfork06;0.783695;null07;0.780174;pitchfork02;0.778477;null04;0.773323;T04;0.762989;arrowhead03;0.75051;T09;0.74848;asterisk08;0.730842;asterisk08;0.730842;arrowhead03;0.722237;arrowhead10;0.719311;N04;0.706703;arrowhead10;0.700451;exclamation_point03;0.698558;exclamation_point03;0.698558;exclamation_point03;0.698558;exclamation_point03;0.698558;exclamation_point03;0.698558;exclamation_point03;0.698558;exclamation_point03;0.698558;exclamation_point03;0.698558;asterisk08;0.697575;asterisk08;0.697575;exclamation_point07;0.696023;exclamation_point07;0.696023;exclamation_point07;0.696023;exclamation_point07;0.696023;exclamation_point07;0.696023;exclamation_point07;0.696023;exclamation_point07;0.696023;exclamation_point07;0.696023;exclamation_point07;0.692251;exclamation_point07;0.692251;exclamation_point07;0.692251;exclamation_point07;0.692251;exclamation_point07;0.692251;exclamation_point07;0.692251;exclamation_point07;0.692251;exclamation_point07;0.692251;exclamation_point03;0.689892;exclamation_point03;0.689892;
41,I,1,4,32,41-D07-1;41-H01-1;41-H03-1;41-H05-1;41-I04-1;41-I10-1;41-N04-1;41-N08-1;41-P05-1;41-P03-1;41-T02-1;41-X01-1;41-arrowhead01-1;41-X08-1;41-arrowhead05-1;41-arrowhead06-1;41-asterisk09-1;41-asterisk10-1;41-exclamation_point04-1;41-exclamation_point10-1;41-five_point_star09-1;41-five_point_star10-1;41-half_note09-1;41-half_note06-1;41-line02-1;41-line04-1;41-pitchfork01-1;41-null04-1;41-pitchfork02-1;41-pitchfork10-1;41-six_point_star02-1;41-six_point_star03-1;,41-I10,I,1,0.998716,41-I10,I10;0.998716;I04;0.874096;H03;0.829067;H01;0.765989;I10;0.722816;I04;0.709081;half_note09;0.697701;arrowhead05;0.692337;I10;0.675326;P05;0.670886;I04;0.670556;I10;0.666909;half_note09;0.662655;I10;0.653196;I10;0.652281;H01;0.650962;P05;0.646533;I10;0.646368;H03;0.645723;arrowhead06;0.634192;I10;0.627543;I04;0.624926;half_note06;0.606301;H01;0.602512;half_note09;0.599179;P03;0.589034;H03;0.583731;H01;0.581649;I04;0.57254;H03;0.570002;P03;0.564982;I10;0.558074;I10;0.555193;H01;0.554847;I04;0.551601;I10;0.54637;D07;0.540707;D07;0.522637;null04;0.521229;H03;0.520555;arrowhead05;0.516419;I10;0.50727;half_note09;0.505846;I10;0.482245;H01;0.4729;I04;0.463557;I10;0.435287;H03;0.435139;six_point_star02;0.416321;six_point_star03;0.397224;
41,pitchfork,2,4,32,41-D03-2;41-D07-2;41-H03-2;41-H08-2;41-N01-2;41-I02-2;41-N09-2;41-P01-2;41-T01-2;41-T01-2;41-T10-2;41-X01-2;41-X06-2;41-X04-2;41-asterisk01-2;41-arrowhead02-2;41-asterisk02-2;41-asterisk05-2;41-exclamation_point08-2;41-five_point_star01-2;41-five_point_star09-2;41-five_point_star08-2;41-half_note08-2;41-half_note02-2;41-line02-2;41-null01-2;41-null08-2;41-null10-2;41-pitchfork07-2;41-pitchfork08-2;41-six_point_star02-2;41-six_point_star10-2;,41-pitchfork10,pitchfork,1,0.947659,41-pitchfork08,pitchfork08;0.947659;pitchfork07;0.899832;X06;0.806133;X01;0.803999;X04;0.80167;T01;0.798686;T01;0.798686;X01;0.78954;X01;0.778612;X04;0.773405;X06;0.766986;X04;0.766412;null01;0.728254;null10;0.721062;null08;0.702081;I02;0.701388;N01;0.685635;N01;0.680966;N01;0.67608;H08;0.675758;H03;0.674815;six_point_star02;0.660192;N09;0.656951;H08;0.654901;I02;0.649082;N09;0.648306;H03;0.642212;H03;0.641237;I02;0.635347;I02;0.634698;asterisk05;0.632937;pitchfork07;0.62729;H03;0.627045;arrowhead02;0.62679;I02;0.625957;asterisk05;0.624433;H08;0.622165;H08;0.620948;N01;0.609965;six_point_star10;0.607799;N09;0.605096;I02;0.604844;H03;0.602619;N01;0.601532;I02;0.597969;N09;0.597103;I02;0.595158;H08;0.59459;H03;0.593861;H08;0.592855;
41,X,1,5,32,41-D07-1;41-D10-1;41-H08-1;41-H02-1;41-I08-1;41-I02-1;41-N08-1;41-N05-1;41-P06-1;41-P10-1;41-T07-1;41-T10-1;41-X04-1;41-X05-1;41-arrowhead04-1;41-arrowhead10-1;41-asterisk04-1;41-asterisk06-1;41-exclamation_point03-1;41-exclamation_point06-1;41-five_point_star08-1;41-five_point_star08-1;41-half_note02-1;41-half_note03-1;41-line02-1;41-line03-1;41-null07-1;41-null08-1;41-pitchfork10-1;41-pitchfork05-1;41-six_point_star08-1;41-six_point_star04-1;,41-X08,X,1,0.944335,41-X04,X04;0.944335;X05;0.918782;X05;0.910434;X04;0.898364;X04;0.895796;X05;0.870468;X04;0.858104;X05;0.838637;pitchfork10;0.821295;pitchfork05;0.820886;T07;0.748358;P06;0.747677;P06;0.747677;asterisk06;0.726668;arrowhead04;0.725631;exclamation_point06;0.724384;exclamation_point06;0.724384;exclamation_point06;0.724384;exclamation_point06;0.724384;exclamation_point06;0.724384;exclamation_point06;0.724384;exclamation_point06;0.724384;exclamation_point06;0.724384;exclamation_point03;0.722794;exclamation_point03;0.722794;exclamation_point03;0.722794;exclamation_point03;0.722794;exclamation_point03;0.722794;exclamation_point03;0.722794;exclamation_point03;0.722794;exclamation_point03;0.722794;asterisk04;0.718592;exclamation_point03;0.713058;exclamation_point03;0.713058;exclamation_point03;0.713058;exclamation_point03;0.713058;exclamation_point03;0.713058;exclamation_point03;0.713058;exclamation_point03;0.713058;exclamation_point03;0.713058;T07;0.71249;exclamation_point06;0.711753;exclamation_point06;0.711753;exclamation_point06;0.711753;exclamation_point06;0.711753;exclamation_point06;0.711753;exclamation_point06;0.711753;exclamation_point06;0.711753;exclamation_point06;0.711753;N05;0.711412;
41,X,2,5,32,41-D10-2;41-D07-2;41-H10-2;41-H08-2;41-I07-2;41-I06-2;41-N07-2;41-N08-2;41-P03-2;41-P06-2;41-T02-2;41-X01-2;41-X02-2;41-X04-2;41-arrowhead08-2;41-arrowhead09-2;41-asterisk08-2;41-asterisk07-2;41-exclamation_point08-2;41-exclamation_point08-2;41-five_point_star10-2;41-five_point_star03-2;41-half_note09-2;41-half_note06-2;41-line08-2;41-line08-2;41-pitchfork01-2;41-null04-2;41-pitchfork04-2;41-pitchfork06-2;41-six_point_star09-2;41-six_point_star10-2;,41-X10,X,1,0.938247,41-X04,X04;0.938247;X02;0.923058;X04;0.922711;X02;0.911486;X01;0.908604;X01;0.90586;X01;0.893086;X01;0.880749;X04;0.865418;X04;0.842788;X02;0.82939;pitchfork04;0.827209;X02;0.819737;pitchfork06;0.778084;pitchfork01;0.77582;asterisk08;0.768977;P06;0.740683;P06;0.740683;N07;0.738516;asterisk08;0.72622;asterisk07;0.725882;asterisk07;0.723925;H10;0.718147;N08;0.71711;N07;0.712035;N08;0.710174;H10;0.707758;pitchfork04;0.705623;T02;0.704328;null04;0.702137;I06;0.6989;N08;0.698881;T02;0.695255;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;exclamation_point08;0.691452;pitchfork01;0.689948;
41,N,1,6,32,41-D04-1;41-H01-1;41-H10-1;41-I01-1;41-I07-1;41-I04-1;41-N03-1;41-N05-1;41-P04-1;41-T01-1;41-T03-1;41-T09-1;41-X04-1;41-X06-1;41-arrowhead04-1;41-arrowhead06-1;41-asterisk10-1;41-asterisk07-1;41-exclamation_point05-1;41-exclamation_point08-1;41-half_note01-1;41-five_point_star03-1;41-line01-1;41-half_note06-1;41-line08-1;41-line05-1;41-null02-1;41-null04-1;41-pitchfork06-1;41-pitchfork04-1;41-six_point_star04-1;41-six_point_star08-1;,41-N06,N,1,0.958286,41-N05,N05;0.958286;N03;0.902315;N03;0.900549;N05;0.872499;I07;0.711441;I04;0.709733;I01;0.708573;H01;0.706942;I07;0.697788;I01;0.695928;H01;0.695149;I04;0.693801;asterisk10;0.68125;N03;0.676704;N05;0.67476;H01;0.674221;I04;0.671552;H01;0.670531;I01;0.668252;I07;0.659677;H10;0.656954;I04;0.655586;N05;0.652393;H10;0.647144;I01;0.645918;I01;0.637966;I04;0.637913;I07;0.636146;asterisk07;0.636059;H10;0.635039;N03;0.63255;H10;0.627873;H01;0.626195;H01;0.625729;I07;0.62163;I01;0.602442;I07;0.596511;H01;0.589307;half_note01;0.585314;I04;0.584165;H01;0.584;N05;0.582663;I07;0.580404;I04;0.580355;I07;0.577677;N05;0.576717;N05;0.576296;P04;0.575467;H10;0.575091;H10;0.574907;
